0.7,47,480
0.7,8,20
0.7,8,20
0.3916,95,960
0.3916,28,52
0.3916,28,52
0.50989,287,2880
0.50989,108,160
0.50989,108,160
0.37619,575,5760
0.39266,234,316
0.39266,234,316
0.41219,1151,11520
0.39938,390,512
0.39938,390,512
0.41663,2303,23040
0.40611,442,564
0.40611,442,564
0.31664,191,1920
0.31664,34,64
0.31664,34,64
0.32228,383,3840
0.32228,46,82
0.32228,46,82
0.37687,767,7680
0.37687,106,174
0.37687,106,174
